Object_ID,Area,Centroid_X,Centroid_Y,Aspect_Ratio,Average_Color,Label
340,4.0,1095,181,0.16666666666666666,[13.1846136  53.98857672 91.91496251],Matched Object
341,1.0,1010,174,2.0,[13.1846136  53.98857672 91.91496251],Matched Object
342,31.0,330,159,1.0909090909090908,[13.1846136  53.98857672 91.91496251],Matched Object
343,3.0,45,152,0.4,[13.1846136  53.98857672 91.91496251],Matched Object
344,34.5,248,145,4.0,[13.1846136  53.98857672 91.91496251],Matched Object
345,12.0,989,140,1.2,[13.1846136  53.98857672 91.91496251],Matched Object
346,41.0,716,140,1.0,[13.1846136  53.98857672 91.91496251],Matched Object
347,2.0,1133,126,1.5,[13.1846136  53.98857672 91.91496251],Matched Object
348,21.5,2,124,1.3333333333333333,[13.1846136  53.98857672 91.91496251],Matched Object
349,47.0,273,124,0.3333333333333333,[13.1846136  53.98857672 91.91496251],Matched Object
350,5.5,1130,113,0.75,[13.1846136  53.98857672 91.91496251],Matched Object
351,5.0,1137,109,0.75,[13.1846136  53.98857672 91.91496251],Matched Object
352,0.0,0,0,2.0,[13.1846136  53.98857672 91.91496251],Matched Object
353,0.0,0,0,1.0,[13.1846136  53.98857672 91.91496251],Matched Object
354,0.0,0,0,1.0,[13.1846136  53.98857672 91.91496251],Matched Object
355,0.0,0,0,0.5,[13.1846136  53.98857672 91.91496251],Matched Object
356,5.0,221,77,0.5,[13.1846136  53.98857672 91.91496251],Matched Object
357,0.0,0,0,0.4,[13.1846136  53.98857672 91.91496251],Matched Object
358,3.0,734,61,0.5,[13.1846136  53.98857672 91.91496251],Matched Object
359,21.0,568,60,1.1666666666666667,[13.1846136  53.98857672 91.91496251],Matched Object
360,36.5,205,60,0.7777777777777778,[13.1846136  53.98857672 91.91496251],Matched Object
361,0.0,0,0,1.0,[13.1846136  53.98857672 91.91496251],Matched Object
362,16.5,988,34,0.8333333333333334,[13.1846136  53.98857672 91.91496251],Matched Object
363,2261.5,258,70,0.6547619047619048,[13.1846136  53.98857672 91.91496251],Matched Object
364,0.0,0,0,1.0,[13.1846136  53.98857672 91.91496251],Matched Object
365,1.0,216,14,1.0,[13.1846136  53.98857672 91.91496251],Matched Object
366,11.0,634,11,2.0,[13.1846136  53.98857672 91.91496251],Matched Object
367,107.0,226,12,1.0714285714285714,[13.1846136  53.98857672 91.91496251],Matched Object
368,0.5,208,6,1.0,[13.1846136  53.98857672 91.91496251],Matched Object
369,0.0,0,0,2.0,[13.1846136  53.98857672 91.91496251],Matched Object
370,1053565.5,1653,645,0.7706959706959707,[13.1846136  53.98857672 91.91496251],No Match
371,2648.5,1017,33,0.8625,[13.1846136  53.98857672 91.91496251],Matched Object
372,113.5,921,7,0.9333333333333333,[13.1846136  53.98857672 91.91496251],Matched Object
373,14669.0,772,87,0.7922705314009661,[13.1846136  53.98857672 91.91496251],No Match
374,18.0,212,1,1.75,[13.1846136  53.98857672 91.91496251],Matched Object
